Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name	NCBI gene ID	UniProtKB Gene Name ID	EntrezGene transcript name ID
ENSCAFG00000048442	ENSCAFG00000048442.1	5	7473296	7476300					
ENSCAFG00000048938	ENSCAFG00000048938.1	5	7370872	7403254					
ENSCAFG00000035525	ENSCAFG00000035525.2	5	7317671	7335947					
ENSCAFG00000020059	ENSCAFG00000020059.4	5	74509885	74748767	CNTNAP4	VGNC Symbol	479642	F1PAM8	
ENSCAFG00000045669	ENSCAFG00000045669.1	5	6785897	6851448					
ENSCAFG00000018209	ENSCAFG00000018209.4	5	40872006	40919416	EPN2	VGNC Symbol	489533	F1P9H0	
ENSCAFG00000020254	ENSCAFG00000020254.5	5	80003587	80115096	NFAT5	VGNC Symbol	489734		
ENSCAFG00000041121	ENSCAFG00000041121.1	5	6446848	6593654					
ENSCAFG00000027793	ENSCAFG00000027793.2	5	6385591	6385693	U6	RFAM			
ENSCAFG00000043235	ENSCAFG00000043235.1	5	6315586	6330951					
ENSCAFG00000020044	ENSCAFG00000020044.2	5	74433022	74433489					
ENSCAFG00000032431	ENSCAFG00000032431.2	5	6285016	6285118	U6	RFAM			
ENSCAFG00000027521	ENSCAFG00000027521.1	5	74381161	74381265	U6	RFAM			
ENSCAFG00000049769	ENSCAFG00000049769.1	5	74362176	74368365					
ENSCAFG00000019884	ENSCAFG00000019884.6	5	64704083	64766994	ZC3H18	VGNC Symbol	489665		
ENSCAFG00000036605	ENSCAFG00000036605.2	5	74344580	74381202					
ENSCAFG00000047195	ENSCAFG00000047195.1	5	6246378	6327904					
ENSCAFG00000037276	ENSCAFG00000037276.2	5	74249283	74252181					
ENSCAFG00000046624	ENSCAFG00000046624.1	5	74083584	74179210					
ENSCAFG00000029744	ENSCAFG00000029744.2	5	74018653	74020336					
ENSCAFG00000019595	ENSCAFG00000019595.5	5	60285312	60315676	ESPN	VGNC Symbol	489631		
ENSCAFG00000019350	ENSCAFG00000019350.5	5	56225497	56226772	HES4	VGNC Symbol	489604	J9NTM5	
ENSCAFG00000019350	ENSCAFG00000019350.5	5	56225497	56226772	HES4	VGNC Symbol	489604	E2R7Q8	
ENSCAFG00000019883	ENSCAFG00000019883.3	5	64702730	64703984	IL17C	VGNC Symbol	608988		
ENSCAFG00000019577	ENSCAFG00000019577.5	5	60278043	60279181	HES2	VGNC Symbol	607994		
ENSCAFG00000019352	ENSCAFG00000019352.4	5	56202939	56204453	PERM1	VGNC Symbol			
ENSCAFG00000018621	ENSCAFG00000018621.4	5	45556477	45676655	CACHD1	VGNC Symbol	479541		
ENSCAFG00000018206	ENSCAFG00000018206.4	5	40854127	40866824	B9D1	VGNC Symbol	479519	E2RPJ0	
ENSCAFG00000019355	ENSCAFG00000019355.4	5	56194583	56202293	PLEKHN1	VGNC Symbol	489606	E2R7Q0	
ENSCAFG00000046064	ENSCAFG00000046064.1	5	45428636	45429322					
ENSCAFG00000020252	ENSCAFG00000020252.4	5	79978865	79989860	NQO1	VGNC Symbol	610935		
ENSCAFG00000018202	ENSCAFG00000018202.5	5	40831947	40836505	MAPK7	VGNC Symbol	489532		
ENSCAFG00000012537	ENSCAFG00000012537.5	5	15090813	15134784	PHLDB1	VGNC Symbol	489381		
ENSCAFG00000019881	ENSCAFG00000019881.3	5	64692123	64704893	CYBA	VGNC Symbol	489664		
ENSCAFG00000012455	ENSCAFG00000012455.5	5	15071802	15090522	TREH	VGNC Symbol		J9P3W1	
ENSCAFG00000019361	ENSCAFG00000019361.5	5	56187922	56192983	KLHL17	VGNC Symbol	489607	E2R3Q4	
ENSCAFG00000044699	ENSCAFG00000044699.1	5	15059895	15061112					
ENSCAFG00000020251	ENSCAFG00000020251.4	5	79945446	79966147	NOB1	VGNC Symbol	489733	E2RBA4	
ENSCAFG00000020455	ENSCAFG00000020455.2	5	79814246	79814326	MIR140	HGNC Symbol			
ENSCAFG00000030269	ENSCAFG00000030269.2	5	40828282	40831495	MFAP4	VGNC Symbol	489531		
ENSCAFG00000019878	ENSCAFG00000019878.4	5	64682276	64691073	MVD	VGNC Symbol	489663	E2QYJ9	
ENSCAFG00000019369	ENSCAFG00000019369.5	5	56172446	56185932	NOC2L	VGNC Symbol	489608	E2R3P0	
ENSCAFG00000020042	ENSCAFG00000020042.4	5	73976545	73998255	MON1B	VGNC Symbol	489705	E2RQ97	
ENSCAFG00000014074	ENSCAFG00000014074.4	5	21179936	21360132	CRYAB	VGNC Symbol	479441	E2RNB6	
ENSCAFG00000029237	ENSCAFG00000029237.3	5	73905115	73976564	SYCE1L	VGNC Symbol	100856750		
ENSCAFG00000012442	ENSCAFG00000012442.4	5	15002246	15032348	DDX6	VGNC Symbol	479414	E2RR01	
ENSCAFG00000029458	ENSCAFG00000029458.2	5	64661190	64667690	SNAI3	VGNC Symbol	608945	J9P931	
ENSCAFG00000020038	ENSCAFG00000020038.4	5	73772114	73905264	ADAMTS18	VGNC Symbol	489704		
ENSCAFG00000046782	ENSCAFG00000046782.1	5	73754059	73768933					
ENSCAFG00000012439	ENSCAFG00000012439.3	5	14923089	14932762	CXCR5	VGNC Symbol	489378	E2RR03	
ENSCAFG00000018198	ENSCAFG00000018198.5	5	40793107	40806073	RNF112	VGNC Symbol	100855441		
ENSCAFG00000043998	ENSCAFG00000043998.1	5	73572529	73577731					
ENSCAFG00000042854	ENSCAFG00000042854.1	5	40680701	40699758					
ENSCAFG00000019875	ENSCAFG00000019875.5	5	64647415	64655999	RNF166	VGNC Symbol	608926	F1PHC6	
ENSCAFG00000010304	ENSCAFG00000010304.5	5	6058935	6186232	ETS1	VGNC Symbol	489287	F1PRM7	
ENSCAFG00000010304	ENSCAFG00000010304.5	5	6058935	6186232	ETS1	VGNC Symbol	489287	J9NXR6	
ENSCAFG00000023925	ENSCAFG00000023925.3	5	21179881	21181017	HSPB2	VGNC Symbol	611362	E2RTA9	
ENSCAFG00000040874	ENSCAFG00000040874.2	5	6024302	6029357					
ENSCAFG00000012430	ENSCAFG00000012430.4	5	14900208	14919193	BCL9L	VGNC Symbol	489377	E2RRY2	
ENSCAFG00000045849	ENSCAFG00000045849.1	5	14889380	14890522					
ENSCAFG00000047739	ENSCAFG00000047739.1	5	5849797	5852019					
ENSCAFG00000012319	ENSCAFG00000012319.5	5	14868051	14871153	UPK2	VGNC Symbol	610673	J9P8M3	
ENSCAFG00000020035	ENSCAFG00000020035.4	5	73516166	73527716	NUDT7	VGNC Symbol	489703	E2RQB7	
ENSCAFG00000018617	ENSCAFG00000018617.4	5	45410284	45499762	RAVER2	VGNC Symbol			
ENSCAFG00000026228	ENSCAFG00000026228.2	5	73501132	73501240	U6	RFAM			
ENSCAFG00000027744	ENSCAFG00000027744.2	5	73448571	73448719					
ENSCAFG00000019373	ENSCAFG00000019373.5	5	56151171	56172055	SAMD11	VGNC Symbol	479576	J9P4D2	
ENSCAFG00000048860	ENSCAFG00000048860.1	5	56135555	56143834					
ENSCAFG00000021328	ENSCAFG00000021328.1	5	56034513	56034619	U6	RFAM			
ENSCAFG00000012417	ENSCAFG00000012417.5	5	14852205	14861728	FOXR1	VGNC Symbol	489376	F1PL52	
ENSCAFG00000019873	ENSCAFG00000019873.5	5	64640389	64647215	CTU2	VGNC Symbol	479617		
ENSCAFG00000020034	ENSCAFG00000020034.4	5	73332809	73477833	VAT1L	VGNC Symbol	610152	E2RQB8	
ENSCAFG00000031968	ENSCAFG00000031968.1	5	21169460	21176171	C5H11orf52	VGNC Symbol	489407	J9PA01	
ENSCAFG00000012404	ENSCAFG00000012404.5	5	14836291	14843875	CCDC84	VGNC Symbol	610660		
ENSCAFG00000020033	ENSCAFG00000020033.4	5	73292422	73299492	CLEC3A	VGNC Symbol	610142	E2RQC0	
ENSCAFG00000018615	ENSCAFG00000018615.5	5	45251653	45408571	JAK1	VGNC Symbol	442952		
ENSCAFG00000032412	ENSCAFG00000032412.2	5	5843023	5966822	FLI1	VGNC Symbol	489286	J9P8F5	
ENSCAFG00000012395	ENSCAFG00000012395.4	5	14833918	14836749	RPS25	HGNC Symbol	479412		
ENSCAFG00000019206	ENSCAFG00000019206.4	5	55994036	56066303	ZYG11A	VGNC Symbol			
ENSCAFG00000029269	ENSCAFG00000029269.2	5	45199629	45200520					
ENSCAFG00000020598	ENSCAFG00000020598.1	5	45184759	45184841	MIR101-1	HGNC Symbol			
ENSCAFG00000038716	ENSCAFG00000038716.2	5	45175745	45191762					
ENSCAFG00000010259	ENSCAFG00000010259.2	5	5809118	5812794	KCNJ1	VGNC Symbol	489285	E2RPY0	
ENSCAFG00000018195	ENSCAFG00000018195.5	5	40642784	40679946	SLC47A1	VGNC Symbol	100856111		
ENSCAFG00000049255	ENSCAFG00000049255.1	5	5785270	5790406					
ENSCAFG00000020247	ENSCAFG00000020247.4	5	79806425	79957830	WWP2	VGNC Symbol	479672		
ENSCAFG00000038245	ENSCAFG00000038245.2	5	5783048	5797535					
ENSCAFG00000019870	ENSCAFG00000019870.5	5	64570035	64640375	PIEZO1	VGNC Symbol	489662		
ENSCAFG00000027039	ENSCAFG00000027039.1	5	79805400	79805550	U4	RFAM			
ENSCAFG00000019866	ENSCAFG00000019866.4	5	64566043	64570748	CDT1	VGNC Symbol	479616		
ENSCAFG00000010255	ENSCAFG00000010255.4	5	5740176	5760866	KCNJ5	VGNC Symbol	489284	E2RPY4	
ENSCAFG00000043604	ENSCAFG00000043604.1	5	5705528	5709355					
ENSCAFG00000020031	ENSCAFG00000020031.4	5	72299157	73261406	WWOX	VGNC Symbol	610120		
ENSCAFG00000019865	ENSCAFG00000019865.3	5	64563192	64565445	APRT	VGNC Symbol	479615	E2QYQ0	
ENSCAFG00000012383	ENSCAFG00000012383.4	5	14830611	14833447	TRAPPC4	VGNC Symbol	479411	E2RSA9	
ENSCAFG00000031831	ENSCAFG00000031831.2	5	79785645	79793779	PSMD7	VGNC Symbol	479671	J9P6R1	
ENSCAFG00000041707	ENSCAFG00000041707.1	5	79722448	79739435					
ENSCAFG00000045403	ENSCAFG00000045403.1	5	79561441	79573649					
ENSCAFG00000034987	ENSCAFG00000034987.2	5	79648211	79724777					
ENSCAFG00000041587	ENSCAFG00000041587.1	5	79287310	79301472					
ENSCAFG00000045143	ENSCAFG00000045143.1	5	79067213	79426166					
ENSCAFG00000044712	ENSCAFG00000044712.1	5	78986486	78990496					
ENSCAFG00000040980	ENSCAFG00000040980.1	5	78968783	78968920	U2	RFAM			
ENSCAFG00000043297	ENSCAFG00000043297.1	5	78814491	78975902					
ENSCAFG00000019574	ENSCAFG00000019574.5	5	60153616	60239239	ACOT7	VGNC Symbol	479589	J9NU71	
ENSCAFG00000020243	ENSCAFG00000020243.5	5	78455005	78610033	ZFHX3	VGNC Symbol	489729	E2RBC5	
ENSCAFG00000015995	ENSCAFG00000015995.4	5	32163594	32188126	DLG4	HGNC Symbol			
ENSCAFG00000041886	ENSCAFG00000041886.1	5	78078350	78079696					
ENSCAFG00000020027	ENSCAFG00000020027.5	5	71965500	71981735	MAF	HGNC Symbol			
ENSCAFG00000019571	ENSCAFG00000019571.3	5	60135918	60136924	HES3	VGNC Symbol		E2R0Q2	
ENSCAFG00000041592	ENSCAFG00000041592.1	5	71937422	71961831					
ENSCAFG00000040655	ENSCAFG00000040655.2	5	77921223	77991707					
ENSCAFG00000042412	ENSCAFG00000042412.1	5	55972004	55991531	ECHDC2	HGNC Symbol			
ENSCAFG00000019861	ENSCAFG00000019861.4	5	64534131	64562169	GALNS	VGNC Symbol	489661	Q32KH5	
ENSCAFG00000020024	ENSCAFG00000020024.4	5	71169469	71179010	DYNLRB2	VGNC Symbol	479636		
ENSCAFG00000019572	ENSCAFG00000019572.4	5	60123054	60149027	GPR153	HGNC Symbol	489628	E2R0Q1	
ENSCAFG00000019572	ENSCAFG00000019572.4	5	60123054	60149027	GPR153	HGNC Symbol	489630	E2R0Q1	
ENSCAFG00000012380	ENSCAFG00000012380.5	5	14823499	14830004	SLC37A4	VGNC Symbol	489375	F1PPG9	
ENSCAFG00000012380	ENSCAFG00000012380.5	5	14823499	14830004	SLC37A4	VGNC Symbol	489375	J9P3Z1	
ENSCAFG00000017522	ENSCAFG00000017522.4	5	34696371	34723574	MYH8	VGNC Symbol	403808	Q076A4	
ENSCAFG00000019856	ENSCAFG00000019856.4	5	64530746	64534035	TRAPPC2L	VGNC Symbol	479614		
ENSCAFG00000019567	ENSCAFG00000019567.4	5	60106297	60118670	RNF207	VGNC Symbol	479588	E2RD18	
ENSCAFG00000032423	ENSCAFG00000032423.2	5	55860549	55964014	SCP2	VGNC Symbol	479564	J9P746	
ENSCAFG00000020240	ENSCAFG00000020240.5	5	77829864	77880013	PMFBP1	VGNC Symbol	479670		
ENSCAFG00000017460	ENSCAFG00000017460.5	5	34617971	34669589	MYH13	VGNC Symbol	489503		
ENSCAFG00000042533	ENSCAFG00000042533.1	5	60091345	60100846	RPL22	HGNC Symbol	479587		
ENSCAFG00000020020	ENSCAFG00000020020.4	5	71045643	71127112	CDYL2	VGNC Symbol			
ENSCAFG00000019183	ENSCAFG00000019183.5	5	55830993	55843057	PODN	VGNC Symbol	100687346		
ENSCAFG00000026074	ENSCAFG00000026074.1	5	34578527	34578655					
ENSCAFG00000047635	ENSCAFG00000047635.1	5	34564701	34570365					
ENSCAFG00000048129	ENSCAFG00000048129.1	5	64525999	64528314					
ENSCAFG00000018166	ENSCAFG00000018166.5	5	40515030	40641463	ALDH3A2	VGNC Symbol	100688308		
ENSCAFG00000012126	ENSCAFG00000012126.4	5	14795750	14807262	HYOU1	VGNC Symbol	479410		
ENSCAFG00000023018	ENSCAFG00000023018.3	5	32111984	32119003	ASGR2	VGNC Symbol	100687999		
ENSCAFG00000033667	ENSCAFG00000033667.2	5	70821294	70836763	CMC2	UniProtKB Gene Name	481143	E2R8D2	
ENSCAFG00000033667	ENSCAFG00000033667.2	5	70821294	70836763	CMC2	UniProtKB Gene Name	102155476	E2R8D2	
ENSCAFG00000019177	ENSCAFG00000019177.4	5	55782291	55825336	SLC1A7	VGNC Symbol	100505395	F6XJD1	
ENSCAFG00000014061	ENSCAFG00000014061.5	5	21100045	21167166	DIXDC1	VGNC Symbol	608957	F1Q1J0	
ENSCAFG00000014061	ENSCAFG00000014061.5	5	21100045	21167166	DIXDC1	VGNC Symbol	608957	F1PV16	
ENSCAFG00000014962	ENSCAFG00000014962.5	5	28388664	28727334	DYNC2H1	VGNC Symbol			
ENSCAFG00000010235	ENSCAFG00000010235.5	5	5380831	5686840	ARHGAP32	VGNC Symbol	489283	F1PUT9	
ENSCAFG00000018607	ENSCAFG00000018607.5	5	44884283	45120203	DNAJC6	VGNC Symbol	489553	J9P967	
ENSCAFG00000018607	ENSCAFG00000018607.5	5	44884283	45120203	DNAJC6	VGNC Symbol	489554	J9P967	
ENSCAFG00000018607	ENSCAFG00000018607.5	5	44884283	45120203	DNAJC6	VGNC Symbol	489553	E2RFY9	
ENSCAFG00000018607	ENSCAFG00000018607.5	5	44884283	45120203	DNAJC6	VGNC Symbol	489554	E2RFY9	
ENSCAFG00000017455	ENSCAFG00000017455.4	5	34339098	34457164	GAS7	VGNC Symbol	608189	F1PQV0	
ENSCAFG00000019545	ENSCAFG00000019545.5	5	60025602	60081148	CHD5	VGNC Symbol	489627		
ENSCAFG00000020228	ENSCAFG00000020228.4	5	77811041	77830015	DHX38	VGNC Symbol	479669	E2RC56	
ENSCAFG00000019852	ENSCAFG00000019852.6	5	64431843	64519528	CBFA2T3	VGNC Symbol	489660		
ENSCAFG00000018151	ENSCAFG00000018151.4	5	40491933	40540136	SLC47A2	VGNC Symbol			
ENSCAFG00000041926	ENSCAFG00000041926.1	5	32089454	32159866	CLEC10A	HGNC Symbol	489461		
ENSCAFG00000041926	ENSCAFG00000041926.1	5	32089454	32159866	CLEC10A	HGNC Symbol	607405		
ENSCAFG00000020017	ENSCAFG00000020017.4	5	70798886	70820960	CENPN	VGNC Symbol	479635	F1PCB7	
ENSCAFG00000019174	ENSCAFG00000019174.4	5	55718510	55744809	CPT2	VGNC Symbol	489585		
ENSCAFG00000012366	ENSCAFG00000012366.4	5	14776976	14786692	VPS11	VGNC Symbol	489374	E2RSE8	
ENSCAFG00000020222	ENSCAFG00000020222.4	5	77803575	77810637	TXNL4B	VGNC Symbol	612963	E2RPC7	
ENSCAFG00000015973	ENSCAFG00000015973.4	5	32063291	32065835	SLC16A11	VGNC Symbol	489460		
ENSCAFG00000015972	ENSCAFG00000015972.4	5	32059463	32062564	SLC16A13	VGNC Symbol	607602	F1PZG7	
ENSCAFG00000015968	ENSCAFG00000015968.3	5	32050457	32056831	BCL6B	VGNC Symbol	489459	E2R3Z2	
ENSCAFG00000020556	ENSCAFG00000020556.1	5	32045450	32045510	cfa-mir-195	miRBase	100886132		
ENSCAFG00000022775	ENSCAFG00000022775.1	5	32045759	32045825	cfa-mir-497	miRBase	100886086		
ENSCAFG00000015964	ENSCAFG00000015964.4	5	32042540	32045364	C17orf49	HGNC Symbol	479477		
ENSCAFG00000015960	ENSCAFG00000015960.4	5	32040328	32042291	RNASEK	VGNC Symbol	607349		
ENSCAFG00000041607	ENSCAFG00000041607.1	5	64386173	64390000					
ENSCAFG00000019849	ENSCAFG00000019849.4	5	64289295	64414637	ACSF3	VGNC Symbol	100683704		
ENSCAFG00000045546	ENSCAFG00000045546.1	5	31947705	31953758					
ENSCAFG00000047190	ENSCAFG00000047190.1	5	64282652	64287087					
ENSCAFG00000019846	ENSCAFG00000019846.4	5	64258741	64277190	CDH15	VGNC Symbol	479613	E2R4D6	
ENSCAFG00000012342	ENSCAFG00000012342.3	5	14767666	14775082	HMBS	VGNC Symbol	489373		
ENSCAFG00000019845	ENSCAFG00000019845.4	5	64255239	64259186	SLC22A31	VGNC Symbol			
ENSCAFG00000043319	ENSCAFG00000043319.1	5	14766969	14767326					
ENSCAFG00000012332	ENSCAFG00000012332.2	5	14766126	14766557	H2AFX	HGNC Symbol	489372	E2RNB0	
ENSCAFG00000015949	ENSCAFG00000015949.5	5	31882501	32038119	ALOX15	VGNC Symbol	479476	J9P4L3	
ENSCAFG00000015949	ENSCAFG00000015949.5	5	31882501	32038119	ALOX15	VGNC Symbol	489458	J9P4L3	
ENSCAFG00000015949	ENSCAFG00000015949.5	5	31882501	32038119	ALOX15	VGNC Symbol	479476	F6Y0A9	
ENSCAFG00000015949	ENSCAFG00000015949.5	5	31882501	32038119	ALOX15	VGNC Symbol	489458	F6Y0A9	
ENSCAFG00000012269	ENSCAFG00000012269.5	5	14747208	14755925	C2CD2L	VGNC Symbol	610622		
ENSCAFG00000012302	ENSCAFG00000012302.5	5	14760784	14764967	DPAGT1	VGNC Symbol	489371	E2RQ47	
ENSCAFG00000012224	ENSCAFG00000012224.4	5	14731588	14742559	HINFP	VGNC Symbol	610612	E2QTM2	
ENSCAFG00000019843	ENSCAFG00000019843.6	5	64047175	64229077	ANKRD11	VGNC Symbol	489658		
ENSCAFG00000021624	ENSCAFG00000021624.1	5	14702305	14702408	U6	RFAM			
ENSCAFG00000012198	ENSCAFG00000012198.4	5	14707960	14721240	ABCG4	VGNC Symbol	610604	E2QTR8	
ENSCAFG00000015914	ENSCAFG00000015914.4	5	31842671	31860238	PELP1	VGNC Symbol	479475		
ENSCAFG00000022618	ENSCAFG00000022618.1	5	31840769	31840874	Y_RNA	RFAM			
ENSCAFG00000023966	ENSCAFG00000023966.4	5	14682004	14686150	CCDC153	VGNC Symbol	100683773	J9NXN1	
ENSCAFG00000028507	ENSCAFG00000028507.3	5	14687905	14692128	PDZD3	VGNC Symbol	610585		
ENSCAFG00000021661	ENSCAFG00000021661.1	5	14617955	14618084					
ENSCAFG00000015905	ENSCAFG00000015905.5	5	31829864	31839454	ARRB2	VGNC Symbol	607262	J9NTL3	
ENSCAFG00000015894	ENSCAFG00000015894.4	5	31821610	31822890	MED11	VGNC Symbol	607526	F1Q215	
ENSCAFG00000015892	ENSCAFG00000015892.4	5	31816667	31820840	CXCL16	VGNC Symbol	607514	F1Q225	
ENSCAFG00000015881	ENSCAFG00000015881.6	5	31811471	31816345	ZMYND15	VGNC Symbol		F6XVE5	
ENSCAFG00000015871	ENSCAFG00000015871.4	5	31788528	31795956	TM4SF5	VGNC Symbol	479474	E2QZH3	
ENSCAFG00000015866	ENSCAFG00000015866.2	5	31786057	31787068	VMO1	VGNC Symbol	489457	E2R098	
ENSCAFG00000015863	ENSCAFG00000015863.5	5	31782917	31784326	GLTPD2	VGNC Symbol	607478	F1Q2E7	
ENSCAFG00000015855	ENSCAFG00000015855.4	5	31776293	31778682	PSMB6	VGNC Symbol	607466	E2R0B6	
ENSCAFG00000046750	ENSCAFG00000046750.1	5	31772719	31773356					
ENSCAFG00000015843	ENSCAFG00000015843.4	5	31756433	31767066	PLD2	VGNC Symbol	479473		
ENSCAFG00000020220	ENSCAFG00000020220.4	5	77795228	77799904			479668	G1K2D9	
ENSCAFG00000020218	ENSCAFG00000020218.4	5	77756407	77774090	DHODH	VGNC Symbol	610755		
ENSCAFG00000019168	ENSCAFG00000019168.4	5	55701674	55708468	CZIB	VGNC Symbol	479563		
ENSCAFG00000043419	ENSCAFG00000043419.1	5	28166479	28195387					
ENSCAFG00000014888	ENSCAFG00000014888.4	5	27965768	27977749	DDI1	VGNC Symbol			
ENSCAFG00000020016	ENSCAFG00000020016.5	5	70782853	70795888	ATMIN	VGNC Symbol	100688833		
ENSCAFG00000031524	ENSCAFG00000031524.2	5	44845581	44877144	LEPROT	VGNC Symbol	609115		
ENSCAFG00000020015	ENSCAFG00000020015.4	5	70765736	70774052	C5H16orf46	VGNC Symbol	100688707	E2RQG5	
ENSCAFG00000043680	ENSCAFG00000043680.1	5	5361004	5364758					
ENSCAFG00000010222	ENSCAFG00000010222.5	5	5239517	5310648	BARX2	VGNC Symbol	609212	J9P0C1	
ENSCAFG00000048090	ENSCAFG00000048090.1	5	5203128	5229697					
ENSCAFG00000039925	ENSCAFG00000039925.2	5	5092512	5121831					
ENSCAFG00000017451	ENSCAFG00000017451.2	5	34323576	34330667	RCVRN	VGNC Symbol	489500	F1PQV9	
ENSCAFG00000028187	ENSCAFG00000028187.1	5	4993551	4993642	U6	RFAM			
ENSCAFG00000020014	ENSCAFG00000020014.4	5	70745258	70756830	GCSH	VGNC Symbol	479633		
ENSCAFG00000017446	ENSCAFG00000017446.4	5	34266966	34318472	GLP2R	VGNC Symbol			
ENSCAFG00000010219	ENSCAFG00000010219.4	5	4985200	5032365	TMEM45B	VGNC Symbol	479394	E2RAJ7	
ENSCAFG00000032342	ENSCAFG00000032342.2	5	27863591	28089936	PDGFD	VGNC Symbol	479460		
ENSCAFG00000048060	ENSCAFG00000048060.1	5	27798990	27799174					
ENSCAFG00000045326	ENSCAFG00000045326.1	5	27509865	27529163					
ENSCAFG00000044651	ENSCAFG00000044651.1	5	27444241	27446316					
ENSCAFG00000014016	ENSCAFG00000014016.4	5	21064026	21094153	DLAT	VGNC Symbol	489406	E2RQS9	
ENSCAFG00000039976	ENSCAFG00000039976.2	5	27243505	27426377					
ENSCAFG00000019142	ENSCAFG00000019142.5	5	55604878	55699736	LRP8	VGNC Symbol	489584		
ENSCAFG00000015747	ENSCAFG00000015747.6	5	31708553	31749842	MINK1	VGNC Symbol			
ENSCAFG00000020217	ENSCAFG00000020217.5	5	77692200	77754474	PKD1L3	VGNC Symbol			
ENSCAFG00000048916	ENSCAFG00000048916.1	5	34249811	34264524	GSG1L2	HGNC Symbol			
ENSCAFG00000019524	ENSCAFG00000019524.5	5	59936528	60021957	KCNAB2	VGNC Symbol	489626		
ENSCAFG00000018146	ENSCAFG00000018146.4	5	40466237	40474457	ALDH3A1	VGNC Symbol	489526		
ENSCAFG00000018600	ENSCAFG00000018600.5	5	44688109	44775636	LEPR	VGNC Symbol	450207	F1PIZ4	
ENSCAFG00000018600	ENSCAFG00000018600.5	5	44688109	44775636	LEPR	VGNC Symbol	450207	J9PA74	
ENSCAFG00000010199	ENSCAFG00000010199.4	5	4946893	4980996	NFRKB	VGNC Symbol	489280		
ENSCAFG00000020012	ENSCAFG00000020012.4	5	70653179	70693510	PKD1L2	VGNC Symbol			
ENSCAFG00000014869	ENSCAFG00000014869.4	5	27235458	27237107			479459		
ENSCAFG00000017443	ENSCAFG00000017443.4	5	34224700	34239798	DHRS7C	VGNC Symbol	479501		
ENSCAFG00000020006	ENSCAFG00000020006.5	5	70599284	70637017	BCO1	VGNC Symbol	489695	J9P4F5	
ENSCAFG00000045366	ENSCAFG00000045366.1	5	70575268	70575519					
ENSCAFG00000019842	ENSCAFG00000019842.4	5	63985658	64023621	SPG7	VGNC Symbol	489657	E2R4F3	
ENSCAFG00000021886	ENSCAFG00000021886.1	5	63979899	63979978	SNORD68	HGNC Symbol			
ENSCAFG00000019840	ENSCAFG00000019840.4	5	63978424	63980603	RPL13	VGNC Symbol	479612	E2R4F5	
ENSCAFG00000019999	ENSCAFG00000019999.4	5	70530396	70579567	GAN	VGNC Symbol	489694	E2RQK0	
ENSCAFG00000018594	ENSCAFG00000018594.3	5	44535517	44606135					
ENSCAFG00000019834	ENSCAFG00000019834.5	5	63951549	63978601	CPNE7	VGNC Symbol	608773	F1P6M8	
ENSCAFG00000042815	ENSCAFG00000042815.1	5	44307268	44308582					
ENSCAFG00000042228	ENSCAFG00000042228.1	5	34199218	34205608					
ENSCAFG00000044220	ENSCAFG00000044220.1	5	34191094	34198253					
ENSCAFG00000019824	ENSCAFG00000019824.4	5	63909042	63923492	DPEP1	VGNC Symbol	479611	E2R4I6	
ENSCAFG00000019822	ENSCAFG00000019822.4	5	63897594	63905550	CHMP1A	VGNC Symbol	489656	E2RTK6	
ENSCAFG00000012100	ENSCAFG00000012100.4	5	14607013	14676956	CBL	VGNC Symbol	489369		
ENSCAFG00000012079	ENSCAFG00000012079.4	5	14567238	14598149	MCAM	HGNC Symbol	489368		
ENSCAFG00000019820	ENSCAFG00000019820.2	5	63879024	63897373	CDK10	VGNC Symbol	489655	E2R4K3	
ENSCAFG00000019819	ENSCAFG00000019819.4	5	63873005	63878395	SPATA2L	VGNC Symbol			
ENSCAFG00000012187	ENSCAFG00000012187.4	5	14564935	14705257	NLRX1	VGNC Symbol	489370	E2RA47	
ENSCAFG00000032685	ENSCAFG00000032685.2	5	14562350	14563309	C1QTNF5	VGNC Symbol			
ENSCAFG00000019162	ENSCAFG00000019162.6	5	55488234	55495548	DMRTB1	VGNC Symbol	610652		
ENSCAFG00000047904	ENSCAFG00000047904.1	5	14556065	14561623	MFRP	HGNC Symbol			
ENSCAFG00000031426	ENSCAFG00000031426.2	5	21053216	21063122	PIH1D2	VGNC Symbol	479440		
ENSCAFG00000020215	ENSCAFG00000020215.4	5	77660081	77692396	IST1	VGNC Symbol	479667	E2RPE3	
ENSCAFG00000019514	ENSCAFG00000019514.4	5	59814274	59929386	NPHP4	VGNC Symbol	489625		
ENSCAFG00000049013	ENSCAFG00000049013.1	5	59156394	59160435					
ENSCAFG00000014864	ENSCAFG00000014864.5	5	27161700	27177683	CASP12	NCBI gene	479458		CASP12-203
ENSCAFG00000014864	ENSCAFG00000014864.5	5	27161700	27177683	CASP12	NCBI gene	479458		CASP12-204
ENSCAFG00000014864	ENSCAFG00000014864.5	5	27161700	27177683	CASP12	NCBI gene	479458		CASP12-205
ENSCAFG00000014864	ENSCAFG00000014864.5	5	27161700	27177683	CASP12	NCBI gene	479458		CASP12-201
ENSCAFG00000014864	ENSCAFG00000014864.5	5	27161700	27177683	CASP12	NCBI gene	479458		CASP12-202
ENSCAFG00000048844	ENSCAFG00000048844.1	5	59098138	59101598					
ENSCAFG00000048851	ENSCAFG00000048851.1	5	59082066	59083771					
